id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
222009,1998,1,1998,1998,2,4586,AUC - FARC,5196,AUC - FARC,771,,AUC,743,,FARC,-1,"Reuters 29 Dec 1998 ""Colombia death squad leader said killed by rebels."" /Reuters 30 Dec 1998 ""Colombia rebels say top death squad leader killed."" /Reuters 30 Dec 1998 ""Colombia rebels kill 30, death squad chief escapes.",,,,AUC spokesman /FARC spokesman /Local official,4,Córdoba department,Córdoba department,,8.333333,-75.666667,POINT (-75.666667 8.333333),141329,Colombia,100,COL,Americas,1,2,1998-12-27,1998-12-29,8,0,30,0,38,38,38
221032,1991,1,1991,1991,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 1 Jan 1992 ""SIX FEARED KILLED IN GUERRILLA ASSAULT ON COLOMBIAN TOWN.",,,,Police spokesman,1,Chita town,Boyacá department,Chita municipality,6.19053,-72.47588,POINT (-72.475880 6.190530),138456,Colombia,100,COL,Americas,1,2,1991-12-30,1991-12-31,1,0,1,0,2,2,6
221726,1997,1,1997,1997,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 17 June 1997 ""Seventeen killed in combat in northern Colombia.",,,,Military spokesman,2,Turbo town,Antioquia department,Turbo municipality,8.09263,-76.72822,POINT (-76.728220 8.092630),141327,Colombia,100,COL,Americas,1,2,1997-06-15,1997-06-16,2,15,0,0,17,17,17
222351,2000,1,2000,2000,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"AP 27 March 2000 ""Fierce rebel attacks kill at least 30 in Colombia"" / AP 29 March 2000 ""United Nations condemns attack by Colombian rebels",,,,Antioquia state government spokesman,1,Vigía del Fuerte town,Antioquia department,Vigía del Fuerte municipality,6.578911,-76.886278,POINT (-76.886278 6.578911),139167,Colombia,100,COL,Americas,1,2,2000-03-25,2000-03-26,23,0,6,0,29,29,29
219868,2002,1,2002,2002,2,4586,AUC - FARC,5196,AUC - FARC,771,,AUC,743,,FARC,-1,"Reuters 2002-05-16 ""Body count climbs to 78 in Colombian clashes.",,,,Army,2,Campamento town,Antioquia department,Campamento municipality,6.979196,-75.297235,POINT (-75.297235 6.979196),139170,Colombia,100,COL,Americas,1,2,2002-05-14,2002-05-15,0,0,0,41,41,41,41
221777,1997,1,1997,1997,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 1 Sep 1997 ""Up to 24 killed in fighting in southwest Colombia.",,,,Police spokesman,1,San Miguel town,Putumayo department,San Miguel municipality,0.343144,-76.911243,POINT (-76.911243 0.343144),129807,Colombia,100,COL,Americas,1,2,1997-08-31,1997-09-01,4,0,0,0,4,4,24
221075,1992,1,1992,1992,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 3 May 1992 ""COLOMBIAN ARMY CLASH WITH REBELS, AT LEAST 14 DEAD",,,,Rebel spokesman / Military spokesman,4,Meta department,Meta department,,3.5,-73.0,POINT (-73.000000 3.500000),134855,Colombia,100,COL,Americas,1,2,1992-05-02,1992-05-03,5,4,0,0,9,9,9
221317,1995,1,1995,1995,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Inravision TV-A, Bogota, in Spanish 1800 gmt 18 Feb 95",,,,Police spokesman,1,Támara town,Casanare department,Támara municipality,5.829722,-72.163333,POINT (-72.163333 5.829722),137736,Colombia,100,COL,Americas,1,2,1995-02-17,1995-02-18,2,0,0,0,2,2,2
221321,1995,1,1995,1995,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Inravision TV-A, Bogota, in Spanish 1800 gmt 18 Feb 95",,,,Military spokesman,1,La Uribe town,Meta department,Uribe municipality,3.240895,-74.354969,POINT (-74.354969 3.240895),134132,Colombia,100,COL,Americas,1,2,1995-02-17,1995-02-18,0,3,0,0,3,3,3
225825,1989,1,1989,1989,1,289,Colombia: Government,624,Government of Colombia - ELN,17,100.0,Government of Colombia,744,,ELN,-1,"Reuters 12 Nov 1989 ""COLOMBIAN ATTORNEY GENERAL SAYS ARMY INFILTRATED BY TRAFFICKERS.",,,,,4,Córdoba department,Córdoba department,,8.333333,-75.666667,POINT (-75.666667 8.333333),141329,Colombia,100,COL,Americas,1,1,1989-11-11,1989-11-11,1,5,0,0,6,6,6
219914,2002,1,2002,2002,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 3-june 2002 ""At least 49 killed in Colombian fighting. ""/Xinhua 4 June 2002 ""Clashes Leave 50 Dead, 35 Injured in Colombia.",,,,Military,2,El Doncello town,Caquetá department,El Doncello municipality,1.678168,-75.284655,POINT (-75.284655 1.678168),131970,Colombia,100,COL,Americas,1,2,2002-06-01,2002-06-02,4,30,0,0,34,34,34
222595,2000,1,2000,2000,2,4586,AUC - FARC,5196,AUC - FARC,771,,AUC,743,,FARC,-1,"EFE 11 Oct 2000 ""COLOMBIA-FIGHTING (1st lead) AT LEAST 15 COLOMBIA PARAMILITARIES KILLED IN CLASHES WITH REBELS"" /Reuters 12 Oct 2000 ""Colombia rebels kill 20 death squad members.",,,,Military spokesman,1,Puerto Concordia town,Meta department,Puerto Concordia municipality,2.622059,-72.757242,POINT (-72.757242 2.622059),133415,Colombia,100,COL,Americas,1,2,2000-10-08,2000-10-09,15,0,0,0,15,15,20
219692,1989,1,1989,1989,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 5 Feb 1989 ""10 KILLED IN WEEKEND VIOLENCE",,,,independent radio reports and the national news agency Colprensa quoting military sources,3,La Belleza municipality,Santander department,La Belleza municipality,5.89014,-74.03839,POINT (-74.038390 5.890140),137732,Colombia,100,COL,Americas,1,1,1989-02-05,1989-02-05,0,3,0,0,3,3,3
222081,1999,1,1999,1999,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 24 June 1999 ""Colombian army helps death squads - Amnesty.",,,,Amnesty spokesman / Military spokesman,4,Córdoba department,Córdoba department,,8.333333,-75.666667,POINT (-75.666667 8.333333),141329,Colombia,100,COL,Americas,1,2,1999-06-22,1999-06-23,39,19,0,0,58,58,58
221939,1998,1,1998,1998,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 18 Aug 1998 ""Peace process to go on despite clashes - Colombia.",,,,Rebel spokesman / Military spokesman,1,Urabá region,Antioquia department,,7.76009,-76.66269,POINT (-76.662690 7.760090),140607,Colombia,100,COL,Americas,1,2,1998-08-14,1998-08-16,36,46,0,17,99,99,99
220530,1989,1,1989,1989,3,610,AUC - Civilians,1077,AUC - Civilians,771,,AUC,1,,Civilians,-1,"Rutas del Conflicto ""MASACRE DE SAN ROQUE, ANTIOQUIA"" http://rutasdelconflicto.com/interna.php?masacre=723",,,,,3,San Roque municipality,Antioquia department,San Roque municipality,6.416667,-74.833333,POINT (-74.833333 6.416667),138451,Colombia,100,COL,Americas,1,1,1989-02-28,1989-02-28,0,0,7,0,7,7,7
118933,2012,0,2012,2012,3,606,ELN - Civilians,1073,ELN - Civilians,744,,ELN,1,,Civilians,-1,"Colombian insurgents admit kidnapping pipeline employees, 30 July 2012, EFE News Service",,,,ELN,4,Arauca department,Arauca department,,6.666667,-71.0,POINT (-71.000000 6.666667),139179,Colombia,100,COL,Americas,2,5,2012-01-01,2012-07-30,0,0,5,0,5,5,5
222791,2001,1,2001,2001,2,4586,AUC - FARC,5196,AUC - FARC,771,,AUC,743,,FARC,-1,"EFE 21 Feb 2001 ""COLOMBIA-FIGHTING AT LEAST 30 DEAD IN FIGHTING BETWEEN FARC AND PARAMILITARY GROUPS"" /EFE 26 Feb 2001 ""COLOMBIA-CLASHES FARC: 34 PARAMILITARIES KILLED IN CLASHES IN NORTHWEST COLOMBIA"" /R 6 March 2001 ""UPDATE 1-At least 24 killed in Colombian clashes.",,,,Witnesses /Authorities /FARC spokesman,6,Colombia,,,4.0,-72.0,POINT (-72.000000 4.000000),135577,Colombia,100,COL,Americas,1,2,2001-02-20,2001-02-21,0,3,34,0,37,37,53
219739,1989,0,1989,1989,3,605,FARC - Civilians,1072,FARC - Civilians,743,,FARC,1,,Civilians,-1,"Rutas del Conflicto ""Masacre de San José de Fragua"" http://rutasdelconflicto.com/interna.php?masacre=343",,,,,1,Yurayaco town,Caquetá department,San José de Fragua municipality,1.22622,-76.08863,POINT (-76.088630 1.226220),131248,Colombia,100,COL,Americas,1,1,1989-04-21,1989-04-21,0,0,4,0,4,4,4
219713,1989,1,1989,1989,1,289,Colombia: Government,624,Government of Colombia - ELN,17,100.0,Government of Colombia,744,,ELN,-1,"Reuters 4 May 1989 ""COLOMBIAN GUERRILLAS KILL FOUR POLICE, WOUND SEVEN.",,,,Police spokesman,2,El Playón town,Santander department,El Playón municipality,7.5,-73.13333,POINT (-73.133330 7.500000),140614,Colombia,100,COL,Americas,1,1,1989-05-03,1989-05-03,4,0,0,0,4,4,4
220655,1991,1,1991,1991,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 26 July 1991 ""COLOMBIAN ARMY LAUNCHES OPERATION AGAINST GUERRILLAS.",,,,Military sources,1,Bajo Cauca region,Antioquia department,,7.5833,-75.3167,POINT (-75.316700 7.583300),140610,Colombia,100,COL,Americas,1,2,1991-07-22,1991-07-26,0,7,0,0,7,7,7
220991,1991,1,1991,1991,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 21 Sep 1991 ""COLOMBIAN ARMY KILLS NINE GUERRILLAS AS PEACE TALKS LANGUISH.",,,,Officials,4,Santander department,Santander department,,6.833333,-73.416667,POINT (-73.416667 6.833333),139174,Colombia,100,COL,Americas,1,2,1991-09-18,1991-09-20,0,9,0,0,9,9,9
221740,1997,1,1997,1997,1,289,Colombia: Government,624,Government of Colombia - ELN,17,100.0,Government of Colombia,744,,ELN,-1,"Reuters 1 July 1997 ""Seven die in latest Colombia violence.",,,,Police spokesman,1,Simití town,Bolívar department,Simití municipality,7.9579,-73.9436,POINT (-73.943600 7.957900),140613,Colombia,100,COL,Americas,1,2,1997-06-30,1997-07-01,3,0,0,0,3,3,3
222129,1999,1,1999,1999,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Inravision TV1, Bogota, in Spanish 1 Sep 99. /Reuters 2 Sep 1999 ""65 dead in political violence amid Colombia strike."" /Reuters 2 Sep 1999 ""Colombian unions end strike after wave of violence.",,,,Military spokesman,1,Hato Corozal town,Casanare department,Hato Corozal municipality,6.156757,-71.763716,POINT (-71.763716 6.156757),138457,Colombia,100,COL,Americas,1,2,1999-08-31,1999-09-01,0,25,0,0,25,25,50
219956,2002,1,2002,2002,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 11-july ""Colombian mountain clashes leave 14 soldiers dead. "" /AP 11 July 2002 ""Facing rebel threats, 28 mayors resign",,,,Army,3,Güicán municipality,Boyacá department,Güicán municipality,6.5368,-72.27308,POINT (-72.273080 6.536800),139176,Colombia,100,COL,Americas,1,2,2002-07-09,2002-07-11,14,3,0,0,17,17,17
229467,2003,1,2003,2003,1,289,Colombia: Government,624,Government of Colombia - ELN,17,100.0,Government of Colombia,744,,ELN,1,"""Associated Press Newswires,2003-05-03,Colombian army kills 14 rebels in combat, two police officers die in rebel attack""",Associated Press Newswires,2003-05-03,"Colombian army kills 14 rebels in combat, two police officers die in rebel attack",Army,2,San Agustín town,Huila department,San Agustín municipality,1.878629,-76.275566,POINT (-76.275566 1.878629),131968,Colombia,100,COL,Americas,1,2,2003-05-01,2003-05-02,0,7,0,0,7,7,7
220567,1991,1,1991,1991,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 3 Jan 1991 ""36 POLICE KILLED IN NEW YEAR GUERRILLA OFFENSIVE.",,,,Authorities,6,Colombia,,,4.0,-72.0,POINT (-72.000000 4.000000),135577,Colombia,100,COL,Americas,2,2,1991-01-01,1991-01-02,12,0,0,0,12,12,12
221086,1992,1,1992,1992,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 25 May 1992 ""SOLDIERS BATTLE HUNDREDS OF REBELS IN COLOMBIAN MOUNTAINS.",,,,Military sources / Local radio,2,Dabeiba town,Antioquia department,Dabeiba municipality,7.001719,-76.267225,POINT (-76.267225 7.001719),139888,Colombia,100,COL,Americas,1,2,1992-05-24,1992-05-25,14,20,0,0,34,34,34
221584,1996,1,1996,1996,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters  21 Oct 1996 ""Ten killed in fresh clashes in Colombia.",,,,Police spokesman,1,Covarachía town,Boyacá department,Covarachía municipality,6.50563,-72.7331,POINT (-72.733100 6.505630),139175,Colombia,100,COL,Americas,1,2,1996-10-20,1996-10-21,1,6,0,0,7,7,7
222145,1999,1,1999,1999,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"`ABC' web site, Madrid, in Spanish 8 Sep 99",,,,Military spokesman,2,Dagua town,Valle del Cauca  department,Dagua municipality,3.65685,-76.68859,POINT (-76.688590 3.656850),134847,Colombia,100,COL,Americas,1,2,1999-09-07,1999-09-08,5,25,0,0,30,30,30
222457,2000,1,2000,2000,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"EFE 8 July 2000 ""COLOMBIA-GUERRILLAS ARMY SAYS 30 REBELS DIE IN FIGHTING IN SOUTHERN COLOMBIA"" /Reuters 9 July 2000 ""Colombian army kills 29 rebels in battles.",,,,Military spokesman,1,Valparaíso town,Caquetá department,Valparaíso municipality,1.19512,-75.70705,POINT (-75.707050 1.195120),131249,Colombia,100,COL,Americas,1,2,2000-07-06,2000-07-07,0,25,0,0,25,25,30
219575,2002,1,2002,2002,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"BBC 22-march 2002 ""Clashes on Venezuelan border leave 48 soldiers, rebels dead"" (Caracol Colombia radio web site, Bogota, in Spanish 22 Mar 02.)/AP 21 March 2002 ""At least 38 dead in Colombia fighting; guerrillas elsewhere cut off water supply to city"" /EFE 21 March 2002 ""Five Colombian soldiers presumed dead, 17 wounded in ambush."" /EFE 23 March 2002 ""Colombian army, rebels, continue clashes along Venezuelan border.",,,,Military,1,La Gabarra village,Norte de Santander department,Tibú municipality,9.000916,-72.910858,POINT (-72.910858 9.000916),142775,Colombia,100,COL,Americas,1,2,2002-03-20,2002-03-23,24,44,0,0,48,68,74
219859,2002,1,2002,2002,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"AP 15 May 2002 ""At least 33 combatants die in fighting in northwest Colombia"" /Reuters 15 May 2002 ""Battles in northern Colombia kill 29 - officials.",,,,Military,2,Carepa town,Antioquia department,Carepa municipality,7.75849,-76.65255,POINT (-76.652550 7.758490),140607,Colombia,100,COL,Americas,1,2,2002-05-13,2002-05-14,7,10,0,0,17,17,17
220307,2002,1,2002,2002,2,4586,AUC - FARC,5196,AUC - FARC,771,,AUC,743,,FARC,-1,"EFE 2002-12-10 ""30 Killed in clashes between Colombian rebels, paramilitaries."" /AP 10 Dec 2002 ""Colombian rebels attack right-wing militias during cease-fire, killing at least eight",,,,medical official,2,Tierradentro village,Córdoba department,Montelíbano municipality,7.823574,-75.883991,POINT (-75.883991 7.823574),140609,Colombia,100,COL,Americas,1,2,2002-12-09,2002-12-10,28,2,0,0,8,30,30
222181,1999,1,1999,1999,1,289,Colombia: Government,624,Government of Colombia - ELN,17,100.0,Government of Colombia,744,,ELN,-1,"Reuters 8 Oct 1999 ""Fight continues for control of Colombia oil pipeline.",,,,Military spokesman,2,Caño Limón oilfield,Arauca department,Tame municipality,6.323104,-71.2566,POINT (-71.256600 6.323104),138458,Colombia,100,COL,Americas,1,2,1999-10-07,1999-10-08,4,0,0,0,4,4,4
221677,1997,1,1997,1997,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 9 March 1997 ""Colombia rebels kill policeman, injure five",,,,Police spokesman,1,Gutiérrez town,Cundinamarca department,Gutiérrez municipality,4.25472,-74.0025,POINT (-74.002500 4.254720),135572,Colombia,100,COL,Americas,1,2,1997-03-08,1997-03-09,1,0,0,0,1,1,1
222111,1999,1,1999,1999,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 1 Aug 1999 ""Rebels rain missiles on Colombian town, kill 15."" /Radio Cadena Nacional web site, Bogota, in Spanish 2 Aug 99",,,,Military spokesman,1,Nariño town,Antioquia department,Nariño municipality,5.60893,-75.17656,POINT (-75.176560 5.608930),137730,Colombia,100,COL,Americas,1,2,1999-07-30,1999-07-31,10,0,8,0,18,18,48
221333,1995,1,1995,1995,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Dow Jones 12 April 1995 ""Colombian Rebels Clash With Army; At Least 15 Killed",,,,Military spokesman,2,Guayabetal town,Cundinamarca department,Guayabetal municipality,4.21472,-73.81719,POINT (-73.817190 4.214720),135573,Colombia,100,COL,Americas,1,2,1995-04-11,1995-04-12,4,11,0,0,15,15,15
222449,2000,1,2000,2000,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"AP 27 June 2000 ""Rebels attack kills two police, flattens buildings"" /EFE 27 June 2000 ""COLOMBIA-GUERRILLAS SIX COLOMBIAN GUERRILLAS AND TWO POLICE KILLED IN CLASH",,,,Military spokesman,1,Algeciras town,Huila department,Algeciras municipality,2.522953,-75.314922,POINT (-75.314922 2.522953),133410,Colombia,100,COL,Americas,1,2,2000-06-26,2000-06-27,2,6,0,0,8,8,8
222639,2004,1,2004,2004,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,Noche y Niebla 23/9,,,,,4,Sucre department,Sucre department,,9.0,-75.0,POINT (-75.000000 9.000000),142771,Colombia,100,COL,Americas,1,1,2004-09-23,2004-09-23,0,2,0,0,0,2,2
219704,1992,1,1992,1992,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 25 May 1992 ""SOLDIERS BATTLE HUNDREDS OF REBELS IN COLOMBIAN MOUNTAINS.",,,,,6,Colombia,,,4.0,-72.0,POINT (-72.000000 4.000000),135577,Colombia,100,COL,Americas,1,1,1992-05-25,1992-05-25,0,4,0,0,4,4,4
219650,1991,0,1991,1991,3,606,ELN - Civilians,1073,ELN - Civilians,744,,ELN,1,,Civilians,-1,Reuters 1991-12-26,,,,police,4,Antioquia department,Antioquia department,,7.0,-75.5,POINT (-75.500000 7.000000),139890,Colombia,100,COL,Americas,1,1,1991-12-25,1991-12-25,0,0,3,0,3,3,3
222676,2004,1,2004,2004,2,4586,AUC - FARC,5196,AUC - FARC,771,,AUC,743,,FARC,-1,Noche y Niebla 3/10,,,,,3,Nóvita municipality,Chocó department,Nóvita municipality,4.91667,-76.58333,POINT (-76.583330 4.916670),136287,Colombia,100,COL,Americas,1,1,2004-10-03,2004-10-03,0,9,0,0,9,9,9
219710,1992,1,1992,1992,1,289,Colombia: Government,624,Government of Colombia - ELN,17,100.0,Government of Colombia,744,,ELN,-1,"Reuters 27 Oct 1992 ""Colombian clashes kill 14, pipeline blown up again.",,,,,6,Colombia,,,4.0,-72.0,POINT (-72.000000 4.000000),135577,Colombia,100,COL,Americas,1,1,1992-10-27,1992-10-27,0,4,0,0,4,4,4
219676,1992,1,1992,1992,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 26 Oct 1992 ""16 Colombians die in weekend guerrilla clashes",,,,Military spokesman,1,Gigante town,Huila department,Gigante municipality,2.38678,-75.54736,POINT (-75.547360 2.386780),132689,Colombia,100,COL,Americas,1,1,1992-10-25,1992-10-25,1,0,0,0,1,1,1
220950,1991,1,1991,1991,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 11 Aug 1991 ""NINETEEN KILLED IN COLOMBIA FIGHTING.",,,,Military sources,4,Huila department,Huila department,,2.5,-75.583333,POINT (-75.583333 2.500000),133409,Colombia,100,COL,Americas,1,1,1991-08-10,1991-08-10,1,5,0,0,6,6,6
221092,1992,1,1992,1992,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 26 Oct 1992 ""16 Colombians die in weekend guerrilla clashes",,,,Army sources,4,Cundinamarca department,Cundinamarca department,,5.0,-74.166667,POINT (-74.166667 5.000000),137012,Colombia,100,COL,Americas,1,1,1992-10-25,1992-10-25,0,2,0,0,2,2,2
220986,1991,1,1991,1991,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 25 Oct 1991 ""COLOMBIAN REBELS STEP UP ATTACKS DAYS BEFORE ELECTIONS.",,,,Military sources,4,Meta department,Meta department,,3.5,-73.0,POINT (-73.000000 3.500000),134855,Colombia,100,COL,Americas,1,1,1991-10-24,1991-10-24,1,0,0,0,1,1,1
221054,1992,0,1992,1992,3,605,FARC - Civilians,1072,FARC - Civilians,743,,FARC,1,,Civilians,-1,"HRW (1992) ""Political murder and reform in Colombia",,,,,1,Río Magdalena,Magdalena department,,1.94851,-76.52199,POINT (-76.521990 1.948510),131967,Colombia,100,COL,Americas,1,4,1992-02-04,1992-02-28,0,0,0,0,0,0,2
219652,1992,1,1992,1992,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 5 May 1992 ""FORMER COLOMBIAN REBELS LEAVE VENEZUELAN MISSION.",,,,Military statement,6,Colombia,,,4.0,-72.0,POINT (-72.000000 4.000000),135577,Colombia,100,COL,Americas,2,5,1992-04-01,1992-05-04,0,68,0,0,68,68,68
221080,1992,1,1992,1992,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 14 May 1992 ""COLOMBIAN REBELS ATTACK WORKCAMP, BOMB BANKS.",,,,Military sources,1,Mountains of Colombia,,,5.5925,-72.461294,POINT (-72.461294 5.592500),137736,Colombia,100,COL,Americas,1,1,1992-05-14,1992-05-14,1,2,0,0,3,3,3
221107,1992,1,1992,1992,1,289,Colombia: Government,624,Government of Colombia - ELN,17,100.0,Government of Colombia,744,,ELN,-1,Inravision TV (Bogota) 11th October 1993,,,,,4,Cesar department,Cesar department,,9.333333,-73.5,POINT (-73.500000 9.333333),142774,Colombia,100,COL,Americas,1,1,1992-10-11,1992-10-11,0,2,0,0,2,2,2
220553,1992,0,1992,1992,3,605,FARC - Civilians,1072,FARC - Civilians,743,,FARC,1,,Civilians,-1,Reuters 1992-11-24,,,,trade sources,2,Aguachica town,Cesar department,Aguachica municipality,8.308442,-73.6166,POINT (-73.616600 8.308442),141333,Colombia,100,COL,Americas,1,1,1992-11-21,1992-11-21,0,0,1,0,1,1,1
221274,1994,0,1994,1994,3,446,Government of Colombia - Civilians,913,Government of Colombia - Civilians,17,100.0,Government of Colombia,1,,Civilians,-1,HRW 1994 -yearly review,,,,CINEP,6,Colombia,,,4.0,-72.0,POINT (-72.000000 4.000000),135577,Colombia,100,COL,Americas,2,5,1994-01-01,1994-09-30,0,0,0,0,0,0,177
220956,1991,1,1991,1991,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,"Reuters 12 March 1991 ""COLOMBIAN GOVERNMENT REJECTS GUERRILLA TALKS OFFER.",,,,Military statement,6,Colombia,,,4.0,-72.0,POINT (-72.000000 4.000000),135577,Colombia,100,COL,Americas,2,2,1991-03-11,1991-03-12,0,19,0,0,19,19,19
221256,1994,1,1994,1994,1,289,Colombia: Government,623,Government of Colombia - FARC,17,100.0,Government of Colombia,743,,FARC,-1,Keesing's Record of World Events July 1994 p. 40096,,,,Gov spokesman,6,Colombia,,,4.0,-72.0,POINT (-72.000000 4.000000),135577,Colombia,100,COL,Americas,2,4,1994-07-18,1994-07-25,0,69,0,0,69,69,69
221813,1997,0,1997,1997,3,606,ELN - Civilians,1073,ELN - Civilians,744,,ELN,1,,Civilians,-1,Reuters 1997-11-14,,,,officials,4,Antioquia department,Antioquia department,,7.0,-75.5,POINT (-75.500000 7.000000),139890,Colombia,100,COL,Americas,1,1,1997-11-14,1997-11-14,0,0,2,0,2,2,2
221338,1995,0,1995,1995,3,446,Government of Colombia - Civilians,913,Government of Colombia - Civilians,17,100.0,Government of Colombia,1,,Civilians,-1,"HRW (1996) ""Colombia's killer networks",,,,,1,Segovia town,Antioquia department,Segovia municipality,7.07993,-74.6989,POINT (-74.698900 7.079930),139891,Colombia,100,COL,Americas,1,1,1995-04-22,1995-04-22,0,0,14,0,0,14,14
221122,1992,1,1992,1992,1,289,Colombia: Government,624,Government of Colombia - ELN,17,100.0,Government of Colombia,744,,ELN,-1,"Reuters 26 Oct 1992 ""16 Colombians die in weekend guerrilla clashes",,,,Military spokesman,4,Antioquia department,Antioquia department,,7.0,-75.5,POINT (-75.500000 7.000000),139890,Colombia,100,COL,Americas,1,1,1992-10-26,1992-10-26,0,2,0,0,2,2,2
220905,1989,1,1989,1989,3,611,Medellín Cartel - Civilians,1078,Medellín Cartel - Civilians,774,,Medellín Cartel,1,,Civilians,-1,"Reuters 1989-10-10, Toronto Star 1989-10-11",,,,police,1,Medellín town,Antioquia department,Medellín Medellín municipality,6.25184,-75.563591,POINT (-75.563591 6.251840),138449,Colombia,100,COL,Americas,1,1,1989-10-10,1989-10-10,0,0,2,0,2,2,2
227359,1996,1,1996,1996,1,289,Colombia: Government,624,Government of Colombia - ELN,17,100.0,Government of Colombia,744,,ELN,-1,"Reuters 9 Sep 1996 ""Colombian president vows more anti-rebel efforts.",,,,Military spokesman,4,Magdalena department,Magdalena department,,10.0,-74.5,POINT (-74.500000 10.000000),144212,Colombia,100,COL,Americas,2,2,1996-09-07,1996-09-08,0,2,0,0,2,2,2
221494,1996,1,1996,1996,3,610,AUC - Civilians,1077,AUC - Civilians,771,,AUC,1,,Civilians,-1,"Rutas del Conflicto ""Masacre de Codazzi, septiembre de 1996"" http://rutasdelconflicto.com/interna.php?masacre=431",,,,,1,Agustín Codazzi town,Cesar department,Agustín Codazzi municipality,10.036723,-73.235582,POINT (-73.235582 10.036723),144214,Colombia,100,COL,Americas,1,1,1996-09-23,1996-09-23,0,0,6,0,6,6,6
